species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,provisional_status
Caulerpa flexilis,-0.016544829,32.67880077,9.37E-14,-38.12579498,-24.56137238,0.002196065,3.251167072,4598.666839,4619.368798,***,-31.67939468,temperate (cool),Macroalgae,Green algae,40,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Phyllotricha verruculosa,-0.006191465,11.87797902,0.011617145,-22.3609509,-3.152035695,0.002449287,3.823820793,4021.11018,4041.198086,*,-13.28677231,temperate (cool),Macroalgae,Brown algae,16,50,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Synarthrophyton patena,0.015332761,-31.95492128,8.89E-16,30.92269071,54.75343583,0.001852722,0.480342303,617.1790236,634.7198012,***,42.34021293,temperate (cool),Macroalgae,Red algae,36,1.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Caulerpa brownii,0.012462443,-25.48214639,4.08E-09,21.17278397,46.50207182,0.002103066,2.28801425,3564.033468,3584.469717,***,33.2368714,temperate (cool),Macroalgae,Green algae,42,40,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Hydroclathrus clathratus,0.010039863,-20.94107646,0.001977868,8.984414387,45.69104566,0.003216091,0.50548939,357.0087303,371.8371713,**,26.00814772,tropical,Macroalgae,Brown algae,33,35,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Sargassopsis heteromorphum,0.014371285,-29.63387876,9.62E-04,14.52941851,69.24219634,0.004326396,2.141691571,1775.554845,1792.468889,***,39.22359834,temperate (cool),Macroalgae,Brown algae,30,45,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cystophora retroflexa,-0.010021961,20.04184047,7.12E-06,-28.17591027,-12.24120696,0.002219952,6.414277553,3937.237522,3956.920208,***,-20.60733393,temperate (cool),Macroalgae,Brown algae,132,200,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Gloiosaccion brownii,0.002658027,-6.358223267,0.282841675,-4.904463198,18.85033209,0.00247046,0.363582991,290.6656149,305.59898,,6.311505159,temperate (cool),Macroalgae,Red algae,20,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Haloplegma preissii,0.019209261,-39.42590554,6.38E-05,25.55575051,92.90727792,0.004758047,0.884048998,1011.319092,1027.720368,***,55.6297467,temperate (warm),Macroalgae,Red algae,35,20,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pterocladia lucida,-0.004568028,8.88780984,0.069543925,-19.6402728,0.832606412,0.002514397,1.815231532,2896.1156,2916.182039,,-9.983997291,temperate (cool),Macroalgae,Red algae,24,40,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Asparagopsis armata,0.024949499,-50.98210486,1.38E-26,60.31281264,96.79848131,0.002271815,1.423382271,2580.439926,2600.22783,***,77.62127705,temperate (cool),Macroalgae,Red algae,10,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Caulerpa geminata,-0.003335979,5.944142775,0.129226952,-16.13596908,2.259741259,0.002197208,2.324843097,3814.033342,3834.233832,,-7.393768555,temperate (cool),Macroalgae,Green algae,25,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Asparagopsis taxiformis,0.049803532,-100.6814266,2.95E-24,157.4153512,284.9782464,0.00445931,1.068085813,624.9225467,639.6704482,***,214.8004297,temperate (warm),Macroalgae,Red algae,19,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Betaphycus speciosum,0.052700529,-106.1800866,5.36E-23,170.5925575,318.4992964,0.004831183,1.48586223,647.5383329,662.0774913,***,236.5156682,temperate (cool),Macroalgae,Red algae,15,50,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Halimeda cuneata,0.005927291,-12.68069309,0.022174394,2.040665897,28.75749944,0.002576559,0.369605964,185.585632,200.2651556,*,14.62330035,tropical,Macroalgae,Green algae,7,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Colpomenia peregrina,0.001381046,-3.994316648,0.247343064,-2.17746121,8.938650882,0.001192447,0.290039433,138.665029,155.8681722,,3.231077692,temperate (cool),Macroalgae,Brown algae,6,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Laurencia brongniartii,-0.005972572,11.17622924,0.034178336,-23.22326567,-1.072070637,0.002808452,0.424891551,293.0923768,308.4549434,*,-12.8486182,tropical,Macroalgae,Red algae,12,5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Macrocystis pyrifera,-0.019210809,37.93588718,9.05E-09,-44.612748,-25.46264153,0.003289963,2.972524609,1894.407456,1911.69053,***,-35.74722219,temperate (cool),Macroalgae,Brown algae,28,3500,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Millepora exaesa,-0.020715965,42.18575276,7.62E-04,-52.74310631,-18.48912855,0.006039661,0.821997342,93.12859631,106.3018156,***,-37.93591548,tropical,Invertebrate,Anthozoa,15,60,non-endemic,Endangered,A3ce,11/07/2022,declining,Vulnerable
Pocillopora verrucosa,-0.007815035,16.10744305,0.079156812,-31.59352845,2.000454477,0.004426227,0.606151929,-8.451339079,5.086641172,,-16.46862154,tropical,Invertebrate,Anthozoa,54,50,non-endemic,Endangered,A3ce,27/10/2023,declining,Near Threatened
Porites lichen,-0.009795541,20.08889405,0.084042216,-38.11646327,2.923385478,0.005636301,1.02317016,191.6069912,204.8598152,,-20.1923368,tropical,Invertebrate,Anthozoa,30,2,non-endemic,Vulnerable,A3ce,26/10/2023,declining,Near Threatened
Astrea curta,0.002528588,-4.887038961,0.503897347,-10.61199998,25.6876318,0.003775919,0.907309937,126.8931772,140.3570813,,5.995122689,tropical,Invertebrate,Anthozoa,55,50,non-endemic,Least Concern,Not applicable,24/10/2023,increasing,Least Concern
Porites cylindrica,0.010872699,-21.25107799,0.12415202,-6.485058305,76.43021829,0.007033088,1.558159215,204.1292272,217.1173235,,28.4478944,tropical,Invertebrate,Anthozoa,45,1000,non-endemic,Least Concern,Not applicable,26/10/2023,increasing,Least Concern
Isopora palifera,-0.00884903,18.35811705,0.112026634,-36.49658282,4.766468816,0.005546663,1.259702773,245.5285703,259.8775649,,-18.43389935,tropical,Invertebrate,Anthozoa,40,99,non-endemic,Endangered,A3ce,27/04/2023,declining,Near Threatened
Pocillopora damicornis,0.002267935,-4.388705504,0.554811498,-11.38969044,25.27789527,0.003836555,2.004401002,591.676567,607.4161437,,5.360870732,tropical,Invertebrate,Anthozoa,60,35,non-endemic,Endangered,A3ce,27/10/2023,increasing,Least Concern
Acropora muricata,-0.006795862,14.50151552,0.156673162,-31.04665672,6.054094693,0.004769784,2.080300735,253.036544,265.4115448,,-14.48518024,tropical,Invertebrate,Anthozoa,49,1000,non-endemic,Endangered,A3ce,27/04/2023,declining,Least Concern
Isopora cuneata,-0.037289561,75.98369487,2.48E-06,-70.05005154,-40.04675467,0.007689341,3.456478104,363.0105183,376.6749199,***,-57.62551938,tropical,Invertebrate,Anthozoa,15,10,non-endemic,Endangered,A3ce,27/04/2023,declining,Endangered
Agnewia tritoniformis,0.028149025,-57.470631,1.64E-17,64.97827139,121.5918373,0.003268606,1.90328531,5651.662253,5673.373208,***,91.20104152,temperate (warm),Invertebrate,Gastropoda,25,3,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Argobuccinum pustulosum,5.25E-04,-2.19372957,0.573642365,-2.957476534,5.571577949,9.33E-04,0.278808265,-103.802371,-86.08349311,,1.217253126,temperate (cool),Invertebrate,Gastropoda,30,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Astrostole scabra,-0.007492183,14.00325348,1.31E-07,-21.01869942,-10.33311967,0.001405837,0.557606563,791.0222268,809.5025196,***,-15.84533984,temperate (cool),Invertebrate,Asteroidea,146,44,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Australostichopus mollis,-0.026991389,53.57291811,6.95E-75,-49.60334377,-42.75065941,0.001412494,1.132846398,4360.708702,4383.232488,***,-46.28617183,temperate (cool),Invertebrate,Holothuroidea,140,20,non-endemic,Least Concern,Not applicable,18/05/2010,declining,Vulnerable
Cabestana tabulata,-0.008558176,16.02737207,4.77E-10,-22.78484646,-12.67593679,0.001363071,0.642615894,1713.705647,1734.065954,***,-17.88580544,temperate (cool),Invertebrate,Gastropoda,25,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Ceratosoma amoenum,0.003146742,-7.474720578,0.170496338,-3.061257839,19.24425115,0.002294432,0.572569608,1957.419351,1977.619842,,7.514593038,temperate (warm),Invertebrate,Gastropoda,30,6,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Charonia lampas,0.005709635,-12.72160242,1.71E-05,7.433603268,21.07446645,0.001324321,0.697282673,3588.71268,3610.915325,***,14.05027924,temperate (warm),Invertebrate,Gastropoda,200,24,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Comanthus wahlbergi,0.103438848,-208.449828,2.35E-16,533.4115759,1749.656029,0.011872794,8.463125052,1431.275882,1446.023784,***,982.4017462,temperate (warm),Invertebrate,Crinoidea,103,8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Coscinasterias muricata,-0.041618484,82.68519952,9.19E-94,-64.79857818,-58.21021625,0.001900798,1.59619603,6030.917498,6052.747935,***,-61.64560253,temperate (cool),Invertebrate,Asteroidea,150,50,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Endangered
Dardanus lagopodes,0.011572762,-24.22750457,0.008795499,7.05912423,59.15912785,0.004393138,0.486455915,489.9148452,505.6118684,**,30.53519388,tropical,Invertebrate,Malacostraca,120,6,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Diadema savignyi,0.027058286,-54.04296125,1.13E-07,48.5635964,134.0201831,0.005034299,4.760581363,2296.135573,2313.789409,***,86.45878911,tropical,Invertebrate,Echinoidea,70,8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Dicathais orbita,-0.024155975,48.06115097,1.16E-36,-47.35241754,-37.55436661,0.001890944,2.710702586,14490.45689,14515.66297,***,-42.66230181,temperate (warm),Invertebrate,Gastropoda,10,7.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Doriprismatica atromarginata,0.001501946,-3.849604613,0.764070167,-17.39894348,29.73385567,0.00500182,0.882656395,1160.864973,1178.432642,,3.518855984,temperate (warm),Invertebrate,Gastropoda,28,5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Drupella cornus,0.028137529,-56.90308456,1.92E-04,36.24530376,168.1816374,0.00750288,3.550746597,2706.617676,2724.652753,***,91.15043461,tropical,Invertebrate,Gastropoda,75,3.8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Echinometra mathaei,0.035959492,-72.27815229,7.24E-27,97.70117322,164.9601667,0.003244226,3.822358194,3650.128961,3669.735909,***,128.8731872,tropical,Invertebrate,Echinoidea,34,8.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Fromia indica,0.011848833,-24.43867873,0.122693645,-6.960879957,85.48597398,0.007644158,0.621235569,324.7524748,338.4522749,,31.36762082,tropical,Invertebrate,Asteroidea,25,7,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Goniobranchus splendidus,0.001106286,-3.341930657,0.809044426,-16.55826716,26.10793492,0.004575571,0.644631845,1030.269907,1047.338709,,2.580040037,temperate (warm),Invertebrate,Gastropoda,25,4.9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Guinusia chabrus,-0.004073745,7.571799082,1.38E-04,-13.23580553,-4.460148484,0.001067469,1.547937887,7764.893652,7789.008777,***,-8.953647756,temperate (cool),Invertebrate,Malacostraca,8,7,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Heliocidaris tuberculata,0.002315609,-4.974970844,0.410992998,-7.107711408,19.76571444,0.002815175,5.231577345,4092.002031,4111.282097,,5.476591283,temperate (warm),Invertebrate,Echinoidea,10,11.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Holothuria atra,0.010673265,-22.12341998,0.032421921,2.187139075,59.98124239,0.004966235,0.585495478,449.627754,464.8482939,*,27.85939725,tropical,Invertebrate,Holothuroidea,30,50,non-endemic,Least Concern,Not applicable,18/05/2010,increasing,Least Concern
Jasus edwardsii,0.017464735,-35.16889396,7.69E-36,40.53132451,59.04556546,0.001371158,5.213354062,8231.16594,8253.86441,***,49.5021203,temperate (cool),Invertebrate,Malacostraca,200,46,non-endemic,Least Concern,Not applicable,3/12/2009,increasing,Least Concern
Nectocarcinus integrifrons,0.011053688,-23.42055873,1.08E-05,15.28230077,44.3148858,0.002488528,0.486168793,788.8183525,806.1300996,***,28.9843094,temperate (cool),Invertebrate,Malacostraca,20,8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Petricia vernicina,-0.032072489,63.78802299,1.14E-160,-54.56179844,-49.75080807,0.001115019,1.279495875,7172.408087,7196.564717,***,-52.21681351,temperate (cool),Invertebrate,Asteroidea,60,18,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Endangered
Phlyctenactis tuberculosa,0.008418563,-18.02477202,6.67E-06,11.61943823,32.01747914,0.001859514,0.694595652,1946.425973,1966.213877,***,21.39076101,temperate (cool),Invertebrate,Anthozoa,10,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Phyllidiella pustulosa,0.004019088,-9.213036553,0.145746837,-3.151155223,24.24740323,0.002760073,0.407537536,959.9773257,978.6957224,,9.696023034,tropical,Invertebrate,Gastropoda,12,4.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pseudoboletia indiana,-0.08252598,165.2828285,2.35E-18,-90.05364983,-77.51894719,0.009034679,2.038139389,1685.532074,1701.951246,***,-85.04659158,temperate (warm),Invertebrate,Echinoidea,100,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Critically Endangered
Pteraeolidia ianthina,-0.020884195,41.19064297,1.59E-04,-51.76130242,-20.76436942,0.005498186,1.349585678,1998.82912,2016.846273,***,-38.17586539,temperate (warm),Invertebrate,Gastropoda,35,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Sagaminopteron ornatum,0.008781755,-18.70572892,7.42E-04,8.945256293,37.53928728,0.002582151,0.484002924,593.0465551,609.7996116,***,22.410183,temperate (cool),Invertebrate,Gastropoda,20,2.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Sassia parkinsonia,0.007283039,-15.75057449,4.99E-06,10.1135138,27.00480432,0.001581139,0.350613211,333.2265568,351.1712,***,18.25796071,temperate (warm),Invertebrate,Gastropoda,150,5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Scutus antipodes,-0.003177288,5.437587284,0.073833509,-14.2147267,0.702788179,0.001776276,0.870747251,3665.368642,3687.240412,,-7.054767705,temperate (cool),Invertebrate,Gastropoda,20,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Stenopus hispidus,0.008167548,-17.624714,0.013668658,3.988768317,40.07625768,0.003300522,0.385909649,511.2117007,528.0861012,*,20.69116582,tropical,Invertebrate,Malacostraca,112,9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Tectus pyramis,0.016523797,-34.11801897,0.010416606,9.498764612,95.46396977,0.006419952,0.764224541,853.6386359,869.6934966,*,46.29785787,tropical,Invertebrate,Gastropoda,17,4,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Tridacna crocea,0.024142964,-48.99100098,0.002792765,21.46898291,150.2614073,0.008008527,1.65228266,1060.262951,1075.483491,**,74.35308602,tropical,Invertebrate,Bivalvia,20,15,non-endemic,Least Concern,Not applicable,10/06/2024,increasing,Least Concern
Tridacna derasa,0.005912367,-12.43631304,0.600238427,-31.05138251,90.42404056,0.011255212,0.698414146,310.3666773,322.5403777,,14.58391831,tropical,Invertebrate,Bivalvia,15,60,non-endemic,Endangered,A2acd,23/05/2024,increasing,Least Concern
Tridacna maxima,0.035741669,-72.23860726,0.001431865,37.76300835,276.444324,0.011137147,2.652898022,1670.643726,1687.124916,**,127.728133,tropical,Invertebrate,Bivalvia,35,35,non-endemic,Least Concern,Not applicable,3/06/2024,increasing,Least Concern
Tridacna squamosa,0.049249837,-99.8912751,3.76E-04,67.74370176,475.9045673,0.013666177,1.138044433,671.2374388,685.5108168,***,210.8124257,tropical,Invertebrate,Bivalvia,26,41,non-endemic,Least Concern,Not applicable,28/05/2024,increasing,Least Concern
Turbo cepoides,-0.022695583,45.28231428,8.41E-05,-54.18063664,-23.2569089,0.005714142,2.380899987,1416.385327,1432.741507,***,-40.70143698,temperate (warm),Invertebrate,Gastropoda,21,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Abudefduf bengalensis,0.002865974,-7.043373067,0.604189123,-16.75138739,37.07002142,0.005524731,0.515102659,1068.170741,1084.704333,,6.821763298,tropical,Vertebrate,Actinopterygii,6,17,non-endemic,Least Concern,Not applicable,15/11/2010,increasing,Least Concern
Abudefduf sexfasciatus,0.0034633,-7.772613815,0.594767402,-19.26004614,45.27052278,0.006507492,1.809511871,2672.214205,2690.366765,,8.301132527,tropical,Vertebrate,Actinopterygii,20,16,non-endemic,Least Concern,Not applicable,15/11/2010,increasing,Least Concern
Abudefduf vaigiensis,0.037739645,-77.42077802,1.56E-07,72.93699613,228.7796943,0.007117913,0.90500196,2203.912016,2221.893078,***,138.4495182,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,4/11/2013,increasing,Least Concern
Acanthochromis polyacanthus,-0.031535793,64.2751347,0.036194177,-75.26999136,-5.36323726,0.014868529,3.259040436,365.496768,376.9975573,*,-51.62265034,tropical,Vertebrate,Actinopterygii,65,14,non-endemic,Least Concern,Not applicable,15/11/2010,declining,Endangered
Acanthurus blochii,-0.036295649,72.12648633,0.025819252,-79.08340656,-10.13386274,0.016150938,0.695354447,558.081046,571.0691423,*,-56.64456831,tropical,Vertebrate,Actinopterygii,50,45,non-endemic,Least Concern,Not applicable,3/05/2010,declining,Endangered
Acanthurus dussumieri,-0.010263638,19.09857657,0.055239016,-37.9763022,0.500814809,0.005347341,0.530406028,2609.562429,2628.941691,,-21.04791221,tropical,Vertebrate,Actinopterygii,131,54,non-endemic,Least Concern,Not applicable,3/05/2010,declining,Near Threatened
Acanthurus grammoptilus,0.004699945,-10.22047634,0.602212083,-25.78822973,67.31162039,0.009006628,0.908070741,713.8663868,728.5596798,,11.42931183,tropical,Vertebrate,Actinopterygii,91,35,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Acanthurus nigricauda,0.001501206,-3.937264791,0.928828303,-51.45886846,120.7568687,0.016781031,0.727461908,534.6493484,547.3988916,,3.517091345,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Acanthurus nigrofuscus,0.023389947,-48.20048096,4.14E-09,43.40264953,104.7584165,0.003946108,0.814899787,3838.693278,3858.999893,***,71.35606041,tropical,Vertebrate,Actinopterygii,25,21,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Acanthurus olivaceus,-0.003431277,5.239952227,0.496519354,-26.40510931,16.01837936,0.005042928,0.323393378,1348.649981,1366.190758,,-7.596753588,tropical,Vertebrate,Actinopterygii,46,35,non-endemic,Least Concern,Not applicable,4/05/2010,declining,Least Concern
Acanthurus pyroferus,-0.029255039,57.80447751,0.001342982,-66.00552904,-23.53002644,0.008981865,0.300077001,356.9167227,370.1695466,**,-49.01415593,tropical,Vertebrate,Actinopterygii,60,29,non-endemic,Least Concern,Not applicable,4/05/2010,declining,Vulnerable
Acanthurus triostegus,-0.00603825,11.94496417,0.67430632,-54.46903983,66.31376284,0.01435285,3.395789995,1209.969402,1224.703721,,-12.98031652,tropical,Vertebrate,Actinopterygii,90,27,non-endemic,Least Concern,Not applicable,4/05/2010,declining,Least Concern
Amblyglyphidodon curacao,-0.080786653,162.9450872,9.04E-10,-91.05836964,-72.90742842,0.012281693,1.506578646,432.7828626,445.1084801,***,-84.43556102,tropical,Vertebrate,Actinopterygii,15,11,non-endemic,Least Concern,Not applicable,16/11/2010,declining,Critically Endangered
Amblygobius phalaena,-0.002881089,5.275158584,0.635122856,-28.83418338,23.05713088,0.00606734,1.608523415,1356.676699,1373.304615,,-6.418691984,tropical,Vertebrate,Actinopterygii,20,15,non-endemic,Least Concern,Not applicable,27/08/2020,declining,Least Concern
Anampses caeruleopunctatus,0.007817587,-17.32038287,9.86E-04,7.599893368,33.21094361,0.002365555,0.223249667,1080.26173,1099.733628,***,19.7225264,tropical,Vertebrate,Actinopterygii,30,42,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Anampses elegans,0.004509572,-9.832860196,0.472975995,-16.43132639,47.28140631,0.006278289,1.43496801,1395.869712,1412.394618,,10.94192973,temperate (warm),Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,23/02/2009,increasing,Least Concern
Anampses femininus,-0.005127653,8.896107351,0.176120725,-25.08442751,5.408308245,0.003783303,0.292521611,556.0540348,571.9492732,,-11.13648804,temperate (warm),Vertebrate,Actinopterygii,30,24,non-endemic,Least Concern,Not applicable,2/02/2009,declining,Least Concern
Anampses geographicus,0.022148262,-45.71887583,2.87E-09,40.94444113,96.75115652,0.003695714,0.901132859,2919.88591,2939.564645,***,66.52621955,tropical,Vertebrate,Actinopterygii,25,31,non-endemic,Least Concern,Not applicable,3/02/2009,increasing,Least Concern
Anampses neoguinaicus,-0.039217361,78.19070635,7.98E-14,-67.80605415,-48.96377117,0.005104797,0.618564225,1370.825598,1388.270808,***,-59.46535325,tropical,Vertebrate,Actinopterygii,25,20,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Endangered
Aplodactylus arctidens,0.018367528,-38.64456694,4.12E-55,45.00094117,60.68662708,0.001138003,0.318792708,3480.797536,3503.250836,***,52.64243237,temperate (cool),Vertebrate,Actinopterygii,40,65,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Arothron hispidus,0.002693971,-7.325788075,0.334269989,-6.175582393,20.66006046,0.002786981,0.119803807,257.2944967,273.7403661,,6.399529607,tropical,Vertebrate,Actinopterygii,50,50,non-endemic,Least Concern,Not applicable,10/06/2011,increasing,Least Concern
Arothron nigropunctatus,-0.02914948,57.1386534,7.37E-04,-65.13262086,-25.08115063,0.008473926,0.177721608,292.5486586,305.4516453,***,-48.89007997,tropical,Vertebrate,Actinopterygii,25,30,non-endemic,Least Concern,Not applicable,7/06/2011,declining,Vulnerable
Arripis trutta,0.01424486,-30.24325808,5.63E-05,18.45621093,62.68194464,0.003514899,1.741846942,2627.450863,2645.672291,***,38.81889911,temperate (warm),Vertebrate,Actinopterygii,50,100,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Aulostomus chinensis,0.009671291,-20.93163689,0.010949172,5.329980844,48.20874273,0.003783789,0.221263987,497.4009487,513.6467764,*,24.94328327,tropical,Vertebrate,Actinopterygii,122,80,non-endemic,Least Concern,Not applicable,27/11/2014,increasing,Least Concern
Azurina lepidolepis,0.068206984,-138.1573315,2.68E-07,169.4914628,758.2121694,0.012833135,1.251630126,657.8138464,671.31496,***,380.9166798,tropical,Vertebrate,Actinopterygii,43,9,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Bodianus axillaris,0.003276868,-7.95004143,0.474341195,-12.28266349,32.57203273,0.00457576,0.22219325,485.3336826,501.4467967,,7.837218097,tropical,Vertebrate,Actinopterygii,100,20,non-endemic,Least Concern,Not applicable,12/03/2008,increasing,Least Concern
Caesio caerulaurea,-0.076725514,153.9004869,0.001071804,-93.98011508,-51.48215172,0.023120663,2.454211962,922.4486387,935.7601433,**,-82.9098899,tropical,Vertebrate,Actinopterygii,50,35,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Critically Endangered
Caesioperca lepidoptera,0.01954381,-40.16421427,4.16E-05,26.5990973,94.28782256,0.004745367,2.667762815,4527.080505,4546.429837,***,56.83323293,temperate (cool),Vertebrate,Actinopterygii,100,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cantherhines dumerilii,0.005384405,-12.47796055,0.05709941,-0.326456731,28.56069254,0.002819651,0.149642647,156.8766137,172.0729843,,13.19938052,tropical,Vertebrate,Actinopterygii,35,38,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Cantherhines pardalis,0.004779505,-11.19891934,0.248744208,-7.382133422,34.55360459,0.004137846,0.223884977,578.3801368,594.5696255,,11.63363202,tropical,Vertebrate,Actinopterygii,20,25,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Canthigaster callisterna,0.008767424,-19.38945061,2.35E-05,11.50103132,34.29801541,0.002061025,0.196568774,802.1130364,820.7910288,***,22.36979702,temperate (warm),Vertebrate,Actinopterygii,250,23,non-endemic,Least Concern,Not applicable,7/06/2011,increasing,Least Concern
Canthigaster valentini,0.005252029,-11.94103483,0.194898038,-5.984454249,35.46930719,0.004047045,0.330278888,1182.98079,1200.731797,,12.8548663,tropical,Vertebrate,Actinopterygii,55,11,non-endemic,Least Concern,Not applicable,8/06/2011,increasing,Least Concern
Carangoides orthogrammus,0.009195878,-20.28847515,0.002553128,7.824758772,41.64428814,0.003022519,0.176493851,286.1295606,301.190325,**,23.5830134,tropical,Vertebrate,Actinopterygii,75,75,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Caranx melampygus,-0.010071491,18.96392883,0.242261953,-46.15592226,16.79714767,0.008579094,0.227755543,196.9932537,209.1669542,,-20.69782664,tropical,Vertebrate,Actinopterygii,190,120,non-endemic,Least Concern,Not applicable,9/03/2015,declining,Near Threatened
Centropyge bispinosa,0.020055356,-41.25192807,0.007063295,13.7985512,121.2943835,0.007368341,0.417754352,494.7376262,508.839438,**,58.69146238,tropical,Vertebrate,Actinopterygii,50,10,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Centropyge tibicen,0.014694507,-30.94899575,1.77E-06,22.23673672,60.94904397,0.003048185,0.321543108,1189.855949,1208.228127,***,40.26363005,tropical,Vertebrate,Actinopterygii,55,19,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Centropyge vrolikii,-0.002059374,3.013162211,0.780592107,-31.65684894,33.08144742,0.007383363,0.30734645,427.4899814,441.3283234,,-4.631213363,tropical,Vertebrate,Actinopterygii,25,12,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Least Concern
Chaetodon assarius,0.034500158,-71.05302051,4.95E-19,86.92524921,162.0204472,0.003741579,0.355452892,1201.8217,1219.42273,***,121.310274,temperate (warm),Vertebrate,Actinopterygii,40,13,non-endemic,Least Concern,Not applicable,7/10/2009,increasing,Least Concern
Chaetodon aureofasciatus,-0.027523536,54.5070174,4.02E-05,-60.53044647,-28.67084689,0.006556367,0.345061224,362.1006932,375.9560204,***,-46.94031825,tropical,Vertebrate,Actinopterygii,15,12.5,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Vulnerable
