species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,thirtyyear_change,fourteenyear_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,new
Heniochus acuminatus,0.001203454217096661,-3.929635529578633,0.638515359666775,-8.406034861340576,15.399047488400818,0.0025596226442433727,0.24369884541092615,142.2070656298451,158.18291133907138,,2.80980659784887,9.272413374561859,NA,tropical,Vertebrate,Actinopterygii,75,25,non-endemic,Least Concern,Not applicable,5/10/2009,increasing,Least Concern
Heteropriacanthus cruentatus,0.020940500154797134,-43.561385397397366,3.652863831627368e-5,29.63070313625768,102.3494957047846,0.004933617433555601,0.33565611915742877,187.3154851279719,200.19690842828518,***,61.95896828356986,367.8385500479768,NA,tropical,Vertebrate,Actinopterygii,300,32,non-endemic,Least Concern,Not applicable,29/01/2013,increasing,Least Concern
Heteroscarus acroptilus,0.004325264838174653,-10.336053767983257,2.045935902606034e-7,6.407412912337879,14.692075642042191,8.306664923036441e-4,0.3059706272016863,2077.437785478192,2101.6660282060548,***,10.472109831467867,37.53349354425787,NA,temperate (warm),Vertebrate,Actinopterygii,20,40,non-endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Hipposcarus longiceps,6.829921648001398e-4,-2.361155312463078,0.9409741324605684,-32.967182075562675,53.94740287240241,0.009211518498845871,0.4957136591159798,382.91973444285964,396.43932385702146,,1.585078760051592,5.161252315835584,NA,tropical,Vertebrate,Actinopterygii,40,60,non-endemic,Least Concern,Not applicable,16/09/2009,increasing,Least Concern
Hologymnosus annulatus,0.001235446667620288,-3.9276076788352543,0.8124898338516845,-18.640656774988848,30.10725051977401,0.005201474792533885,0.3212104105482714,172.6927095993909,186.33929380681104,,2.8855696932317345,9.530304079151273,NA,tropical,Vertebrate,Actinopterygii,30,40,non-endemic,Least Concern,Not applicable,2/03/2009,increasing,Least Concern
Istigobius decoratus,0.010436916531506513,-21.713693002135038,0.011216159700388532,5.7288741294042005,52.94832424023441,0.004090664847379558,0.3553464329014113,367.4966501619186,382.75317228921887,*,27.165459626028866,115.76516463757014,NA,tropical,Vertebrate,Actinopterygii,20,13,non-endemic,Least Concern,Not applicable,20/06/2017,increasing,Least Concern
Istigobius rigilius,0.013770192798293324,-28.571866978251293,0.014067845085001552,6.953294757310578,76.28269776192032,0.005536211942450558,0.29104877196620926,143.35611024987708,155.60649038198494,*,37.30992438401845,175.8329661125549,NA,tropical,Vertebrate,Actinopterygii,30,10,non-endemic,Least Concern,Not applicable,17/08/2023,increasing,Least Concern
Kyphosus bigibbus,-0.008224277778350254,15.51162922899687,0.05277770084879625,-31.652621805151455,0.18266601316714096,0.004236575936225241,0.5098072093690051,990.5956290769692,1007.91451269906,,-17.25205402809003,-45.44643817835247,NA,temperate (warm),Vertebrate,Actinopterygii,25,75,non-endemic,Least Concern,Not applicable,7/07/2014,declining,Near Threatened
Kyphosus sectatrix,0.013348481057314312,-27.823971649554363,0.005283442272886394,9.70631150594944,68.55359021480439,0.004757903596725413,0.5447264976728954,787.6628169806125,803.7469103780106,**,35.98306024483999,167.39383736048688,NA,temperate (warm),Vertebrate,Actinopterygii,30,76,non-endemic,Least Concern,Not applicable,24/08/2012,increasing,Least Concern
Kyphosus sydneyanus,0.003885513468085623,-8.912280852883105,0.02874335445562976,0.9388296647228754,18.481898460805983,0.0017753831170324696,0.47004057865699467,3377.0260557935185,3399.6909434961694,*,9.359152187131967,33.148546837573974,NA,temperate (warm),Vertebrate,Actinopterygii,30,86,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Kyphosus vaigiensis,8.583604658509157e-4,-3.0624366821176268,0.7028273466260356,-7.83839048332315,12.88004103465901,0.0022466511788901333,0.18562200389882,1.100899934346387,14.638880185502742,,1.996109063349627,6.528922644511585,NA,tropical,Vertebrate,Actinopterygii,24,70,non-endemic,Least Concern,Not applicable,7/07/2014,increasing,Least Concern
Labrichthys unilineatus,-0.01376424141937318,26.932684162831634,0.0025542885307267464,-40.61881564093087,-10.655809916263422,0.00452603880205378,0.3810184831668353,503.77693056846306,519.3435074157661,**,-27.16207153704795,-63.7302740109282,NA,tropical,Vertebrate,Actinopterygii,20,17.5,non-endemic,Least Concern,Not applicable,22/02/2009,declining,Near Threatened
Labroides bicolor,-0.003708424177767569,6.000174645020018,0.1483101142080024,-18.200621996639406,3.057953739556086,0.0025595244238377835,0.23390890256454974,108.59105044778778,124.30940702134735,,-8.184551876087486,-23.909502032507827,NA,tropical,Vertebrate,Actinopterygii,40,15,non-endemic,Least Concern,Not applicable,18/02/2009,declining,Near Threatened
Labroides dimidiatus,0.004432150348967688,-9.959352372710645,0.003593697129089151,3.402340648920109,18.607632538251014,0.0015199837356565183,0.3275950767396773,1780.658671823388,1802.709142002086,**,10.744330885522865,38.620930954027656,NA,tropical,Vertebrate,Actinopterygii,40,14,non-endemic,Least Concern,Not applicable,12/05/2008,increasing,Least Concern
Latropiscis purpurissatus,-5.984802093444792e-4,-0.4357071471806701,0.7010058245152755,-8.066646016710767,5.817449876722632,0.0015582986971495888,0.2890243725818148,710.1003318934535,730.4103241077304,,-1.3685999433968987,-4.313948592666916,NA,temperate (warm),Vertebrate,Actinopterygii,60,69,non-endemic,Least Concern,Not applicable,12/10/2018,declining,Near Threatened
Leptojulis cyanopleura,-0.00392229312153474,6.253184603342911,0.05578587018002405,-16.686434944343404,0.19323955014303537,0.002043983992393649,0.2506618598970655,145.13925690031823,160.92093933474453,,-8.635586898410704,-25.099171754145523,NA,temperate (warm),Vertebrate,Actinopterygii,45,13,non-endemic,Least Concern,Not applicable,25/03/2009,declining,Near Threatened
Lethrinus atkinsoni,0.03099452030103845,-63.68883456455194,5.1027179248983947e-5,45.724846656593485,185.99391904629442,0.007470116653832729,0.4235081785769544,289.86049173130436,303.19136690436585,***,104.14803451843338,881.3516333264637,NA,tropical,Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Lethrinus nebulosus,0.004571857594703221,-10.60121057059295,0.1021233308656868,-2.052700309108058,26.021511567150924,0.0027921997009890793,0.3317988583880039,574.298546800363,591.8929265385038,,11.101155533896167,40.05526610747857,NA,tropical,Vertebrate,Actinopterygii,75,87,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Limnichthys fasciatus,0.008413085880965924,-17.251817729061052,0.002149896516280383,7.307938249037011,37.28714289586925,0.0027295913883610703,0.3604845298196171,788.755265908976,806.7060019829144,**,21.375451604748303,85.87404414894618,NA,temperate (warm),Vertebrate,Actinopterygii,30,5,non-endemic,Least Concern,Not applicable,12/03/2015,increasing,Least Concern
Lotella rhacina,0.007894540270907448,-17.1796308519184,8.656477174673544e-9,12.771515174280177,27.553209216431355,0.001364616256133105,0.3974539881341038,2115.351371415146,2137.1910304801104,***,19.93485176827869,78.90615771445941,NA,temperate (warm),Vertebrate,Actinopterygii,90,50,non-endemic,Least Concern,Not applicable,11/04/2022,increasing,Least Concern
Lutjanus bohar,-0.004704784366867299,8.051191936519372,0.38249405361891475,-29.579775877387597,14.342296288675474,0.005370239158464019,0.2440192232216855,63.25188936299555,75.50226949510342,,-10.267006450565741,-29.295525261000847,NA,tropical,Vertebrate,Actinopterygii,180,90,non-endemic,Least Concern,Not applicable,4/03/2015,declining,Near Threatened
Lutjanus carponotatus,-0.001220411814817508,1.2888297804731819,0.8629657058056873,-29.28564221904244,33.68545612810373,0.007055654156062433,0.2965418518110198,128.32891635514565,140.1522245855507,,-2.7709859416789326,-8.599868213865923,NA,tropical,Vertebrate,Actinopterygii,80,40,non-endemic,Least Concern,Not applicable,28/06/2018,declining,Near Threatened
Lutjanus fulviflamma,0.0020969596972716326,-5.4547698937627915,0.709305580969124,-18.554906547736643,35.23037986769765,0.0056176884821810295,0.35420505510728933,284.80874967491286,298.8463030214248,,4.946895742130977,16.70855992761791,NA,tropical,Vertebrate,Actinopterygii,35,35,non-endemic,Least Concern,Not applicable,4/03/2015,increasing,Least Concern
Macropharyngodon meleagris,0.003348605291807282,-8.016497669056118,0.23360730913287914,-4.838148897783984,22.605294380629285,0.0028073562547602567,0.3029748108354767,380.99047496822317,397.6939440486462,,8.015493185898135,27.983908613465765,NA,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,23/02/2009,increasing,Least Concern
Macropharyngodon negrosensis,0.003461132547140283,-8.491272708342674,0.20798090688086993,-4.314188713432643,22.567437790763062,0.00274310050809787,0.26697018701427194,177.06594996162997,192.33439460148278,,8.295728088992888,29.049474829120758,NA,temperate (warm),Vertebrate,Actinopterygii,32,12,non-endemic,Least Concern,Not applicable,19/02/2009,increasing,Least Concern
Macropharyngodon ornatus,-0.009132550949864385,17.15869880584584,0.2074155270640873,-41.47194098530377,12.197933833661272,0.007209845176440972,0.3251340423077079,159.3613857371817,171.68700319711957,,-18.96465405303887,-48.977895301329674,NA,tropical,Vertebrate,Actinopterygii,13,30,non-endemic,Least Concern,Not applicable,23/02/2009,declining,Near Threatened
Meiacanthus grammistes,0.012263855292432176,-25.534401659557613,0.0873595449387867,-3.8756192018679867,82.99682324665154,0.0071330391166267515,0.36680152873319805,230.7810457072326,243.9942653394689,,32.629017649268114,146.85581916507175,NA,tropical,Vertebrate,Actinopterygii,21,11,non-endemic,Least Concern,Not applicable,28/03/2009,increasing,Least Concern
Meuschenia scaber,-0.0050353505974441186,8.382100771858815,2.2931328690687045e-4,-16.229972748754033,-5.3317538509737235,0.0013550165978654324,0.19233930558686618,-28.943673458336036,-12.366930921833454,***,-10.947422498101576,-30.996871590986046,NA,temperate (cool),Vertebrate,Actinopterygii,200,31,non-endemic,Least Concern,Not applicable,17/07/2017,declining,Near Threatened
Microcanthus joyceae,0.003619904066347725,-8.438297551797747,0.14610085580010987,-2.8540455289775553,21.611140578365266,0.0024885314943828693,0.42872164522177536,1446.0786241354042,1465.761310152399,,8.692365535924747,30.56805361898799,NA,temperate (warm),Vertebrate,Actinopterygii,30,11.2,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Monacanthus chinensis,-0.002873992643810879,4.268650982181559,0.22432366267215373,-15.863693973659421,4.120610663159962,0.0023610960898939127,0.24522190294519597,152.91493194015482,168.7175021505057,,-6.403399835223646,-19.084404365434935,NA,temperate (warm),Vertebrate,Actinopterygii,50,38,non-endemic,Least Concern,Not applicable,2/03/2015,declining,Near Threatened
Monodactylus argenteus,-0.006910672174959307,13.450596789042615,0.1961014566090834,-32.95605655922234,8.499317286718446,0.005333451432985632,0.4466360029723458,514.7854419063169,529.8336474374377,,-14.710949755940295,-39.90221157904154,NA,temperate (warm),Vertebrate,Actinopterygii,18,27,non-endemic,Least Concern,Not applicable,28/06/2016,declining,Near Threatened
Morwong ephippium,-0.002656422884179903,4.13468716040543,0.3820042320799164,-17.975220141725384,7.87640593216527,0.0030352954516771383,0.36993039911081144,501.2025207028725,517.5222534832549,,-5.933329768255723,-17.77678241876364,NA,temperate (warm),Vertebrate,Actinopterygii,60,55,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Morwong fuscus,0.010037081107783752,-20.657067386465442,2.1412719751550018e-8,16.2743447191758,36.53931555717114,0.0017799771165033424,0.32158772534839797,1099.589986269115,1120.145454268897,***,26.000077161940276,109.50123885603007,NA,temperate (warm),Vertebrate,Actinopterygii,30,65,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Mulloidichthys flavolineatus,-0.0063862585398271644,11.788556546365045,0.22900481142162718,-32.01781391665583,9.61745208683251,0.005293071172091292,0.3713847480451433,278.49764996144927,292.28459944811453,,-13.674835501175137,-37.53457103498648,NA,tropical,Vertebrate,Actinopterygii,35,43,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Near Threatened
Mulloidichthys vanicolensis,0.007885258468896147,-17.059846924135943,0.014516857389362451,3.7712763467855654,38.556853054305414,0.003202886724560523,0.2690668148914675,184.4028895565244,198.8260978217084,*,19.909221864039058,78.78384411252068,NA,tropical,Vertebrate,Actinopterygii,113,38,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Myliobatis australis,6.919352006017049e-4,-3.2073652910909685,0.4695352750308045,-2.6850934370370076,6.0863076575878114,9.561391005679802e-4,0.16398198686339457,-330.8615284084491,-312.86238024582565,,1.6059994159197233,5.230570867828628,NA,temperate (warm),Vertebrate,Chondrichthyes,85,241,non-endemic,Least Concern,Not applicable,6/10/2015,increasing,Least Concern
Naso brevirostris,0.00881201784462371,-19.043989813726586,0.218096898239975,-11.181828464991822,68.94234908898588,0.007123516108900175,0.363408999138475,206.800603811934,219.17560461516103,,22.495512329687152,91.41879193757322,NA,tropical,Vertebrate,Actinopterygii,122,60,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Naso unicornis,0.0027556268431522583,-7.028230254338583,0.11411927010509437,-1.507054873664954,15.267643058189103,0.0017424373522655695,0.2760065401009758,531.2786959542427,550.8084458382341,,6.550690483788937,22.512403178591445,NA,tropical,Vertebrate,Actinopterygii,180,70,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Nemadactylus douglasii,0.013187995824773592,-28.007740684496863,4.1533922259403016e-17,26.423855756845114,45.18805420189596,0.0015332387174421768,0.2982284845930368,583.938168208542,602.9238167228356,***,35.48148811567451,164.25052961055744,NA,temperate (warm),Vertebrate,Actinopterygii,100,74,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Nemadactylus macropterus,0.004779429894233861,-11.281455350511397,0.0012404978403738529,4.472890720192687,19.284766913467504,0.0014689396108831245,0.24097931526795005,102.58308783826104,118.5986361066872,**,11.63343772514743,42.213805090298855,NA,temperate (cool),Vertebrate,Actinopterygii,400,70,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Neoglyphidodon melas,-0.004122833195699878,7.126429865551473,0.6441708269994448,-39.16700665334946,35.957806505028714,0.008909984190988731,0.4546326770312151,301.8284108175244,314.9204090517794,,-9.056499195678953,-26.19779495977798,NA,tropical,Vertebrate,Actinopterygii,12,18,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Near Threatened
Neoglyphidodon polyacanthus,0.0019394829133666416,-3.9065872579711094,0.6006657136368412,-11.52137657046415,23.580885029186035,0.0037019288387296055,0.39959262676108664,577.0711937960056,593.027039463565,,4.567043515565143,15.362179710111585,NA,tropical,Vertebrate,Actinopterygii,30,12,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Notocirrhitus splendens,-0.002244908204650552,3.648573613844949,0.6244171003003789,-22.766520623732323,16.760577840490225,0.004578926876758336,0.4011384896283243,346.4097542596708,360.5433122145809,,-5.037767082883751,-15.24546656920604,NA,temperate (warm),Vertebrate,Actinopterygii,20,20,non-endemic,Least Concern,Not applicable,3/03/2015,declining,Near Threatened
Notolabrus fucicola,-0.005860752770979286,10.960542208763899,7.775113185035076e-7,-17.162746795554877,-7.836437245944166,0.0011820004223388285,0.3868624310479669,2341.067894628225,2363.3414116995714,***,-12.623937007430566,-35.06842889485027,NA,temperate (cool),Vertebrate,Actinopterygii,90,40,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Notolabrus inscriptus,-0.013563114882756909,26.11365206644568,2.8295660595263147e-6,-35.656936944714666,-16.778417344710753,0.002850415616857308,0.3173591088134654,332.74360345421627,348.65914651382076,***,-26.82396881252741,-63.18877045177512,NA,temperate (warm),Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Ostorhinchus aureus,0.0016533228432343056,-4.485593012921884,0.623932392748888,-10.769770376404338,20.935678708027353,0.003368491378384745,0.3326121846320354,302.6432154107074,317.5506064010562,,3.8803079548898745,12.955226557065863,NA,tropical,Vertebrate,Actinopterygii,40,14.5,non-endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Ostorhinchus cyanosoma,-0.010449859084664838,20.267496277580506,0.059480852281224864,-38.67654391256655,0.7804272838666445,0.00550391675670836,0.34557971956852684,221.5051346507118,234.11830102870292,,-21.385725806219348,-53.697492656345936,NA,tropical,Vertebrate,Actinopterygii,40,8,non-endemic,Least Concern,Not applicable,5/02/2021,declining,Near Threatened
Ostorhinchus doederleini,0.012919661207500087,-26.943793898681275,2.180772909571308e-4,15.125622959944304,57.4784860318766,0.0034707075933808466,0.4271152059835699,857.294360948378,874.8216250180024,***,34.64697845554835,159.077178470145,NA,tropical,Vertebrate,Actinopterygii,30,9,non-endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Ostorhinchus flavus,1.4882584587326412e-4,-0.8011610211181065,0.976808397832555,-20.34015645053607,26.39708777422104,0.005114829156152032,0.4967812054947156,548.0343230763239,562.9286634841334,,0.3432720076550804,1.1026239364169446,NA,temperate (warm),Vertebrate,Actinopterygii,6,25,non-endemic,Least Concern,Not applicable,14/02/2022,increasing,Least Concern
Ostorhinchus norfolcensis,0.024209945010435694,-48.40898890166612,2.843010573732609e-6,38.89859272592416,119.53362799568201,0.005071603624093388,0.5071585337872795,605.2031125737186,620.4115860752269,***,74.62219785759562,495.27581779325567,NA,temperate (warm),Vertebrate,Actinopterygii,15,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ostorhinchus properuptus,-4.1460548339316514e-4,0.28545453476923266,0.9377331676366706,-22.017423608359955,25.80859462965041,0.005298891543769073,0.30772296541216787,168.99728923125738,181.7018881615527,,-0.9501219514552495,-3.008734795457635,NA,tropical,Vertebrate,Actinopterygii,30,9,non-endemic,Least Concern,Not applicable,18/02/2022,declining,Near Threatened
Ostorhinchus wassinki,0.06252904385161322,-125.81934236932598,5.956303468219979e-10,174.87558098780562,547.8056279557165,0.00949784178040156,0.4768833667224717,330.3471437445196,343.35623745670614,***,321.97861124883104,9921.423215712455,NA,tropical,Vertebrate,Actinopterygii,22,7,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ostracion cubicus,0.0034588810067204393,-8.528054979457695,0.06616888672495794,-0.5179447248446876,17.87803048810341,0.0018798335708454493,0.2661699794553092,356.5581599912814,375.2715284498987,,8.290113790428249,29.02806734491694,NA,tropical,Vertebrate,Actinopterygii,280,45,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ostracion meleagris,0.0041003182640053665,-9.87658624075064,0.13690295128503346,-2.915783980045945,24.410701058904994,0.0027477318532788965,0.2203192805139915,21.74842315498799,36.17163142017198,,9.901389330602461,35.27270808466888,NA,tropical,Vertebrate,Actinopterygii,30,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Oxymonacanthus longirostris,0.007909068708801462,-16.839011701210886,0.12952609148336153,-5.112912531761539,51.69604493573458,0.005198236885751777,0.34157606953480896,298.6832244233155,312.9566024383599,,19.974980243394402,79.0977783837122,NA,tropical,Vertebrate,Actinopterygii,30,12,non-endemic,Vulnerable,A3c,5/07/2015,increasing,Least Concern
Pagrus auratus,0.0027698825684919102,-6.855072199869566,0.20822461704002787,-3.4874839265199213,17.710177224893076,0.002199794906121166,0.4138139418596343,1658.4366894299962,1678.9249289565128,,6.585671510900953,22.641157898056477,NA,temperate (warm),Vertebrate,Actinopterygii,100,130,non-endemic,Least Concern,Not applicable,4/12/2009,increasing,Least Concern
Paracaesio xanthura,-0.0037692849902525704,6.538086741459117,0.12029369002275002,-17.809950692274413,2.281022076184963,0.002422897026737373,0.3484295224726556,743.6532657193254,761.694299081418,,-8.3131293603809,-24.249957591732798,NA,temperate (warm),Vertebrate,Actinopterygii,150,50,non-endemic,Least Concern,Not applicable,5/03/2015,declining,Near Threatened
Paracirrhites forsteri,0.012241285026921052,-26.01312506326849,0.015367308357789591,5.7813112318254465,66.11802322619565,0.005000291074135884,0.3149772880097123,180.29565842122923,193.36709105748255,*,32.560108313571504,146.4456295790458,NA,tropical,Vertebrate,Actinopterygii,35,22,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Parapercis clathrata,0.004938864895805442,-11.029147080916326,0.5032387350196844,-19.62580216664263,56.19266909230545,0.007360951454964901,0.3677078546660666,222.65331059272864,235.4251379962895,,12.044011378318979,43.894328441105706,NA,tropical,Vertebrate,Actinopterygii,50,24,non-endemic,Least Concern,Not applicable,14/04/2022,increasing,Least Concern
Parma polylepis,-0.006482092421650845,12.686999332623703,0.0010198115016019408,-21.15779338727287,-5.897885796758957,0.001960255668038442,0.23849400586515213,230.99884541638204,247.8492697993881,**,-13.865115483293437,-37.974104588099394,NA,temperate (warm),Vertebrate,Actinopterygii,20,21,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Parupeneus barberinoides,0.01999893517689947,-41.23658473582938,8.475995245086328e-4,21.32994077649585,107.01924383139047,0.00591956623046512,0.3815638217080936,360.92136845628056,375.446215583566,***,58.48543338003647,336.4815849594057,NA,tropical,Vertebrate,Actinopterygii,40,30,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus chrysopleuron,0.0070745569886711945,-15.720014027972741,0.015639782764733098,3.21957858476054,34.19275160407404,0.002907374252563899,0.2579410809093665,137.63119842884186,152.1416828836044,*,17.691627865799845,68.41695990481095,NA,tropical,Vertebrate,Actinopterygii,200,55,non-endemic,Least Concern,Not applicable,13/04/2022,increasing,Least Concern
Parupeneus ciliatus,-3.729795118080353e-4,-0.30538616800761603,0.8863005940654742,-11.85696036879662,11.519903922014661,0.002606281651930096,0.23653792810346733,137.63271495947828,152.8772789313851,,-0.8551397647558192,-2.7107947629909264,NA,tropical,Vertebrate,Actinopterygii,91,38,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Near Threatened
Parupeneus cyclostomus,0.0033806599906634634,-8.192986100914192,0.3971178390980945,-9.696625381863882,29.392534479509706,0.003984900764115908,0.24558703082351396,113.35425250817494,127.62763052321932,,8.095247415847396,28.286548185164435,NA,tropical,Vertebrate,Actinopterygii,100,50,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus indicus,0.017629979075213537,-36.913154575570715,0.015021364179663908,8.611678724389693,107.35907898427462,0.007164583919282926,0.34310760182615263,183.9464516790449,196.55961805703603,*,50.072041590781936,266.5720349309612,NA,tropical,Vertebrate,Actinopterygii,30,45,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Parupeneus multifasciatus,0.00956383639110003,-20.621939569139265,6.2055261761478e-5,11.996943013533864,38.69811513174286,0.002369033085768134,0.27772334250949493,399.7468349198567,417.2943521973073,***,24.634525298948777,102.32183930307592,NA,tropical,Vertebrate,Actinopterygii,161,35,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Parupeneus pleurostigma,-0.002781450844909397,4.194601711666298,0.25893654877699207,-16.053014393813886,4.8011087035667055,0.0024582281080080845,0.20666765310779034,35.75932465548179,50.24092811835039,,-6.203746536172033,-18.530777253555996,NA,tropical,Vertebrate,Actinopterygii,75,33,non-endemic,Least Concern,Not applicable,11/03/2015,declining,Near Threatened
Parupeneus spilurus,0.007393465153723231,-15.748469356525161,2.018656450985185e-4,8.39528367185139,29.67579428938123,0.0019859683943923337,0.5005902231990552,4020.8961296764273,4043.9414064002194,***,18.559033849682343,72.4212879752108,NA,temperate (warm),Vertebrate,Actinopterygii,25,47,non-endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Pempheris analis,0.006121921193182401,-13.249303051721405,0.13548165829031647,-4.276503391750344,38.49046377603074,0.004091945481246376,0.4360997963212221,619.2670967056827,635.302349447453,,15.138140681269489,57.0006600288822,NA,temperate (warm),Vertebrate,Actinopterygii,40,20,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pempheris oualensis,0.0013296201303703372,-3.690576912243454,0.7590063390946848,-15.185512211140564,25.34942870997933,0.004327944713902548,0.2852727478860947,172.61666345206768,186.17295037133368,,3.108911305778928,10.292973171629146,NA,tropical,Vertebrate,Actinopterygii,36,20,non-endemic,Least Concern,Not applicable,18/08/2023,increasing,Least Concern
Pervagor janthinosoma,0.0036276567891060287,-8.795343073778742,0.327485910863882,-7.9974325908189465,28.455643451532676,0.0036978547358295613,0.25278576046080414,128.71410530269145,143.4620067280507,,8.711770272309579,30.642660846297748,NA,tropical,Vertebrate,Actinopterygii,20,13,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Petroscirtes fallax,6.810053689563264e-4,-3.0986104298030464,0.6721170980151765,-5.5299306937584944,9.225960740966443,0.0016079795327676937,0.215455697353963,22.50329782254542,39.23989338629535,,1.5804315862063176,5.145858621074171,NA,temperate (warm),Vertebrate,Actinopterygii,12,9.5,non-endemic,Least Concern,Not applicable,25/03/2009,increasing,Least Concern
Plagiotremus rhinorhynchos,0.0024450404893950686,-6.340398569279231,0.12108608467289574,-1.4723306291982323,13.590653977798686,0.0015761613618218676,0.3106165972805543,1099.6772389730863,1120.5704216913357,,5.791409853247044,19.740562963198684,NA,tropical,Vertebrate,Actinopterygii,20,12,non-endemic,Least Concern,Not applicable,27/03/2009,increasing,Least Concern
Plagiotremus tapeinosoma,0.024099821788531383,-49.664890773959115,1.758363480428832e-29,58.48830399032829,91.42524772770247,0.0020919261902082654,0.4329470399605693,2261.202270836904,2282.6781524456833,***,74.17997259527863,490.4651868949581,NA,tropical,Vertebrate,Actinopterygii,20,14,non-endemic,Least Concern,Not applicable,29/03/2009,increasing,Least Concern
Plectorhinchus flavomaculatus,0.009870009307987542,-21.311089613926463,7.238646990625966e-7,14.789266221324501,37.24575051651747,0.0019795676693966004,0.3360940862960143,963.9963504653858,983.8679872725934,***,25.516289754700516,106.93802402637009,NA,temperate (warm),Vertebrate,Actinopterygii,30,60,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plectorhinchus picus,0.0025447930017145643,-6.657420818960183,0.32484818866559095,-5.625961085880875,19.13608328444044,0.0025814447878896407,0.27793311992160835,235.07291662043025,251.32805745518067,,6.034679987075554,20.623902812662106,NA,tropical,Vertebrate,Actinopterygii,50,84,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plectroglyphidodon dickii,-0.012182062539991592,23.29988912715185,2.1480442246143487e-4,-34.79508197283007,-12.485826430806089,0.003260214056669666,0.3341224893107308,430.4610318412605,446.7439827532704,***,-24.459583574123187,-59.245647386668665,NA,tropical,Vertebrate,Actinopterygii,15,11,non-endemic,Near Threatened,A2c,23/09/2021,declining,Near Threatened
Plectroglyphidodon fasciolatus,-0.0011905656199498143,2.0599628307359996,0.7314604289824624,-16.797573434316217,13.776532814901286,0.003467326534327143,0.41050249921028836,871.5377441011861,889.0650081708105,,-2.7041438887043157,-8.398644534508353,NA,tropical,Vertebrate,Actinopterygii,30,15,non-endemic,Least Concern,Not applicable,4/10/2021,declining,Near Threatened
Plectroglyphidodon johnstonianus,0.015185771787018614,-31.775708858893612,7.283995340371998e-6,21.9846228953297,64.97204113505977,0.003344583392286583,0.36015265894119036,539.5254841221777,556.2867457455902,***,41.859269087829034,206.1573549811084,NA,tropical,Vertebrate,Actinopterygii,18,14,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Plectropomus leopardus,6.925136586851705e-4,-2.6302379183156717,0.9262238497604163,-27.452467173313206,42.307446354817394,0.0074645498623413095,0.3042793365892885,138.78268174668,151.00766496807324,,1.607352764985075,5.235056139395803,NA,tropical,Vertebrate,Actinopterygii,100,120,non-endemic,Least Concern,Not applicable,20/11/2016,increasing,Least Concern
